# Messreihe Lazy Skills 2026-09-18 (Bericht docs/messung-lazy-skills-2026-09-18.md). CSV, UTF-8, Komma, Textfelder mit Komma in doppelten Anführungszeichen. Spalten: cli=claude|codex; zustand=vorher (main f22c0dc)|nachher (HEAD 71871af)|differenz (nachher − vorher); messung=context (Claude /context)|baseline (Claude-Persona mit Auftrag OK)|prompt-input (Codex-Startprompt)|dynamisch (Claude-Arbeitsauftrag)|dynamisch-implizit|dynamisch-explizit (Codex-Arbeitsauftrag ohne/mit $-Command); persona=bertram|christian|bruce (Plugin it-grundschutz)|nixie, sonst Plugin (bibliothekarin, tools), builtin oder gesamt; metrik=Name laut Abschnitt Metriken im Bericht; wert=Zahl mit Punkt als Dezimaltrenner ohne Tausendertrenner oder n/a; einheit=tokens|zeichen|bytes|requests|anzahl|dateien|usd|s|bool; anmerkung=Quelle, Zusammensetzung, Einschränkung. Dynamische Werte sind Einzelläufe (n=1) ohne Streuung.
cli,zustand,messung,persona,metrik,wert,einheit,anmerkung
codex,differenz,dynamisch-explizit,bruce,main_reasoning,38,tokens,nachher − vorher; +38.8 %
codex,differenz,dynamisch-explizit,bruce,main_n,1,requests,nachher − vorher
codex,differenz,dynamisch-explizit,bruce,sub_first,-7123,tokens,nachher − vorher; -26.3 %
codex,differenz,dynamisch-explizit,bruce,sub_peak,-13400,tokens,nachher − vorher; -33.3 %
codex,differenz,dynamisch-explizit,bruce,sub_sum,-237157,tokens,nachher − vorher; -58.2 %
codex,differenz,dynamisch-explizit,bruce,sub_cached,-203520,tokens,nachher − vorher; -56.5 %
codex,differenz,dynamisch-explizit,bruce,sub_output,-982,tokens,nachher − vorher; -31.1 %
codex,differenz,dynamisch-explizit,bruce,sub_reasoning,-482,tokens,nachher − vorher; -45.6 %
codex,differenz,dynamisch-explizit,bruce,sub_n,-5,requests,nachher − vorher
codex,differenz,dynamisch-explizit,bruce,guardian_sum,-16565,tokens,nachher − vorher; -42.3 %
codex,differenz,dynamisch-explizit,bruce,guardian_cached,-13056,tokens,nachher − vorher; -46.8 %
codex,differenz,dynamisch-explizit,bruce,guardian_output,-71,tokens,nachher − vorher; -23.1 %
codex,differenz,dynamisch-explizit,bruce,guardian_reasoning,-2,tokens,nachher − vorher; -1.7 %
codex,differenz,dynamisch-explizit,bruce,guardian_n,-1,requests,nachher − vorher
codex,differenz,dynamisch-explizit,bruce,total_sum,-244945,tokens,nachher − vorher; -47.9 %
codex,differenz,dynamisch-explizit,bruce,total_cached,-204928,tokens,nachher − vorher; -46.4 %
codex,differenz,dynamisch-explizit,bruce,total_uncached,-40017,tokens,nachher − vorher; -57.0 %
codex,differenz,dynamisch-explizit,bruce,total_output,-1162,tokens,nachher − vorher; -27.3 %
codex,differenz,dynamisch-explizit,bruce,total_reasoning,-446,tokens,nachher − vorher; -35.1 %
codex,differenz,dynamisch-explizit,bruce,total_n,-5,requests,nachher − vorher
codex,differenz,dynamisch-explizit,bruce,total_peak,-13400,tokens,nachher − vorher; -33.3 %
codex,differenz,dynamisch-explizit,bruce,subagents,0,anzahl,nachher − vorher
codex,differenz,dynamisch-explizit,bruce,skill_injiziert,0,anzahl,nachher − vorher
codex,differenz,dynamisch-explizit,bruce,skill_injiziert_zeichen,n/a,zeichen,nicht gemessen
codex,differenz,dynamisch-explizit,bruce,files_read,0,dateien,nachher − vorher
codex,differenz,dynamisch-explizit,bruce,shell_calls,-6,anzahl,nachher − vorher
codex,differenz,dynamisch-explizit,bruce,eskalationen,-1,anzahl,nachher − vorher
codex,differenz,dynamisch-explizit,bruce,duration_s,-30,s,nachher − vorher; -29.1 %
codex,vorher,dynamisch-implizit,nixie,main_first,20744,tokens,"Hauptthread 01a0b63e-3396-7350-bd0e-75a5a31267a6; gpt-5.6-sol, Effort high"
codex,vorher,dynamisch-implizit,nixie,main_peak,21888,tokens,
codex,vorher,dynamisch-implizit,nixie,main_sum,42632,tokens,
codex,vorher,dynamisch-implizit,nixie,main_cached,22272,tokens,
codex,vorher,dynamisch-implizit,nixie,main_output,989,tokens,inkl. reasoning
codex,vorher,dynamisch-implizit,nixie,main_reasoning,579,tokens,
codex,vorher,dynamisch-implizit,nixie,main_n,2,requests,
codex,vorher,dynamisch-implizit,nixie,sub_first,n/a,tokens,kein Subagent gestartet
codex,vorher,dynamisch-implizit,nixie,sub_peak,n/a,tokens,kein Subagent gestartet
codex,vorher,dynamisch-implizit,nixie,sub_sum,n/a,tokens,kein Subagent gestartet
codex,vorher,dynamisch-implizit,nixie,sub_cached,n/a,tokens,kein Subagent gestartet
codex,vorher,dynamisch-implizit,nixie,sub_output,n/a,tokens,kein Subagent gestartet
codex,vorher,dynamisch-implizit,nixie,sub_reasoning,n/a,tokens,kein Subagent gestartet
codex,vorher,dynamisch-implizit,nixie,sub_n,n/a,requests,kein Subagent gestartet
codex,vorher,dynamisch-implizit,nixie,total_sum,42632,tokens,Haupt + Subagent
codex,vorher,dynamisch-implizit,nixie,total_cached,22272,tokens,Haupt + Subagent
codex,vorher,dynamisch-implizit,nixie,total_uncached,20360,tokens,Haupt + Subagent
codex,vorher,dynamisch-implizit,nixie,total_output,989,tokens,Haupt + Subagent
codex,vorher,dynamisch-implizit,nixie,total_reasoning,579,tokens,Haupt + Subagent
codex,vorher,dynamisch-implizit,nixie,total_n,2,requests,Haupt + Subagent
codex,vorher,dynamisch-implizit,nixie,total_peak,21888,tokens,Haupt + Subagent
codex,vorher,dynamisch-implizit,nixie,subagents,0,anzahl,
codex,vorher,dynamisch-implizit,nixie,skill_injiziert,0,anzahl,
codex,vorher,dynamisch-implizit,nixie,files_read,1,dateien,Haupt: skills/nix-packaging/SKILL.md (Skill implizit gewählt)
codex,vorher,dynamisch-implizit,nixie,duration_s,22.4,s,Wanduhr; 4 Läufe parallel
codex,vorher,dynamisch-implizit,nixie,cost_usd,n/a,usd,Codex meldet keine USD
codex,nachher,dynamisch-implizit,nixie,main_first,16931,tokens,"Hauptthread 01a0b63e-3b61-7942-9d8a-68ddf873de7a; gpt-5.6-sol, Effort high"
codex,nachher,dynamisch-implizit,nixie,main_peak,18726,tokens,
codex,nachher,dynamisch-implizit,nixie,main_sum,72023,tokens,
codex,nachher,dynamisch-implizit,nixie,main_cached,56960,tokens,
codex,nachher,dynamisch-implizit,nixie,main_output,806,tokens,inkl. reasoning
codex,nachher,dynamisch-implizit,nixie,main_reasoning,186,tokens,
codex,nachher,dynamisch-implizit,nixie,main_n,4,requests,
codex,nachher,dynamisch-implizit,nixie,sub_first,17158,tokens,"Subagent 01a0b63e-6b1d-7943-9de2-80c1f2b453c3 /root/nixie, fork_turns none"
codex,nachher,dynamisch-implizit,nixie,sub_peak,32154,tokens,
codex,nachher,dynamisch-implizit,nixie,sub_sum,116107,tokens,
codex,nachher,dynamisch-implizit,nixie,sub_cached,94464,tokens,
codex,nachher,dynamisch-implizit,nixie,sub_output,2101,tokens,inkl. reasoning
codex,nachher,dynamisch-implizit,nixie,sub_reasoning,901,tokens,
codex,nachher,dynamisch-implizit,nixie,sub_n,5,requests,
codex,nachher,dynamisch-implizit,nixie,total_sum,188130,tokens,Haupt + Subagent
codex,nachher,dynamisch-implizit,nixie,total_cached,151424,tokens,Haupt + Subagent
codex,nachher,dynamisch-implizit,nixie,total_uncached,36706,tokens,Haupt + Subagent
codex,nachher,dynamisch-implizit,nixie,total_output,2907,tokens,Haupt + Subagent
codex,nachher,dynamisch-implizit,nixie,total_reasoning,1087,tokens,Haupt + Subagent
codex,nachher,dynamisch-implizit,nixie,total_n,9,requests,Haupt + Subagent
codex,nachher,dynamisch-implizit,nixie,total_peak,32154,tokens,Haupt + Subagent
codex,nachher,dynamisch-implizit,nixie,subagents,1,anzahl,Hauptthread wählt source-command-nixie implizit
codex,nachher,dynamisch-implizit,nixie,skill_injiziert,0,anzahl,
codex,nachher,dynamisch-implizit,nixie,files_read,5,dateien,"Lesevorgänge; Haupt: source-command SKILL.md; Sub: source-command SKILL.md, agents/nixie.md, nix-packaging, nix-docs; dazu 1 Websuche"
codex,nachher,dynamisch-implizit,nixie,duration_s,70.4,s,Wanduhr; 4 Läufe parallel
codex,nachher,dynamisch-implizit,nixie,cost_usd,n/a,usd,Codex meldet keine USD
codex,differenz,dynamisch-implizit,nixie,main_first,-3813,tokens,nachher − vorher; -18.4 %
codex,differenz,dynamisch-implizit,nixie,main_peak,-3162,tokens,nachher − vorher; -14.4 %
codex,differenz,dynamisch-implizit,nixie,main_sum,29391,tokens,nachher − vorher; +68.9 %
codex,differenz,dynamisch-implizit,nixie,main_cached,34688,tokens,nachher − vorher; +155.7 %
codex,differenz,dynamisch-implizit,nixie,main_output,-183,tokens,nachher − vorher; -18.5 %
codex,differenz,dynamisch-implizit,nixie,main_reasoning,-393,tokens,nachher − vorher; -67.9 %
codex,differenz,dynamisch-implizit,nixie,main_n,2,requests,nachher − vorher
codex,differenz,dynamisch-implizit,nixie,sub_first,n/a,tokens,vorher kein Subagent
codex,differenz,dynamisch-implizit,nixie,sub_peak,n/a,tokens,vorher kein Subagent
codex,differenz,dynamisch-implizit,nixie,sub_sum,n/a,tokens,vorher kein Subagent
codex,differenz,dynamisch-implizit,nixie,sub_cached,n/a,tokens,vorher kein Subagent
codex,differenz,dynamisch-implizit,nixie,sub_output,n/a,tokens,vorher kein Subagent
codex,differenz,dynamisch-implizit,nixie,sub_reasoning,n/a,tokens,vorher kein Subagent
codex,differenz,dynamisch-implizit,nixie,sub_n,n/a,requests,vorher kein Subagent
codex,differenz,dynamisch-implizit,nixie,total_sum,145498,tokens,nachher − vorher; +341.3 %
codex,differenz,dynamisch-implizit,nixie,total_cached,129152,tokens,nachher − vorher; +579.9 %
codex,differenz,dynamisch-implizit,nixie,total_uncached,16346,tokens,nachher − vorher; +80.3 %
codex,differenz,dynamisch-implizit,nixie,total_output,1918,tokens,nachher − vorher; +193.9 %
codex,differenz,dynamisch-implizit,nixie,total_reasoning,508,tokens,nachher − vorher; +87.7 %
codex,differenz,dynamisch-implizit,nixie,total_n,7,requests,nachher − vorher
codex,differenz,dynamisch-implizit,nixie,total_peak,10266,tokens,nachher − vorher; +46.9 %
codex,differenz,dynamisch-implizit,nixie,subagents,1,anzahl,nachher − vorher
codex,differenz,dynamisch-implizit,nixie,skill_injiziert,0,anzahl,nachher − vorher
codex,differenz,dynamisch-implizit,nixie,files_read,4,dateien,nachher − vorher
codex,differenz,dynamisch-implizit,nixie,duration_s,48,s,nachher − vorher; +214.3 %
codex,vorher,dynamisch-explizit,nixie,main_first,21182,tokens,"Hauptthread 01a0b63e-3777-7072-bdce-a3cbaa8c9547; gpt-5.6-sol, Effort high"
codex,vorher,dynamisch-explizit,nixie,main_peak,21646,tokens,
codex,vorher,dynamisch-explizit,nixie,main_sum,64144,tokens,
codex,vorher,dynamisch-explizit,nixie,main_cached,53248,tokens,
codex,vorher,dynamisch-explizit,nixie,main_output,452,tokens,inkl. reasoning
codex,vorher,dynamisch-explizit,nixie,main_reasoning,63,tokens,
codex,vorher,dynamisch-explizit,nixie,main_n,3,requests,
codex,vorher,dynamisch-explizit,nixie,sub_first,26914,tokens,"Subagent 01a0b63e-57ea-7ef3-af1d-e59b6a077858 /root/nixie, fork_turns=all; enthält Elternkontext"
codex,vorher,dynamisch-explizit,nixie,sub_peak,28036,tokens,
codex,vorher,dynamisch-explizit,nixie,sub_sum,54950,tokens,
codex,vorher,dynamisch-explizit,nixie,sub_cached,44672,tokens,
codex,vorher,dynamisch-explizit,nixie,sub_output,784,tokens,inkl. reasoning
codex,vorher,dynamisch-explizit,nixie,sub_reasoning,374,tokens,
codex,vorher,dynamisch-explizit,nixie,sub_n,2,requests,
codex,vorher,dynamisch-explizit,nixie,total_sum,119094,tokens,Haupt + Subagent
codex,vorher,dynamisch-explizit,nixie,total_cached,97920,tokens,Haupt + Subagent
codex,vorher,dynamisch-explizit,nixie,total_uncached,21174,tokens,Haupt + Subagent
codex,vorher,dynamisch-explizit,nixie,total_output,1236,tokens,Haupt + Subagent
codex,vorher,dynamisch-explizit,nixie,total_reasoning,437,tokens,Haupt + Subagent
codex,vorher,dynamisch-explizit,nixie,total_n,5,requests,Haupt + Subagent
codex,vorher,dynamisch-explizit,nixie,total_peak,28036,tokens,Haupt + Subagent
codex,vorher,dynamisch-explizit,nixie,subagents,1,anzahl,agents/nixie.md nie gelesen
codex,vorher,dynamisch-explizit,nixie,skill_injiziert,1,anzahl,nixie:source-command-nixie
codex,vorher,dynamisch-explizit,nixie,skill_injiziert_zeichen,1530,zeichen,
codex,vorher,dynamisch-explizit,nixie,files_read,1,dateien,Sub: nix-packaging/SKILL.md
codex,vorher,dynamisch-explizit,nixie,duration_s,34.1,s,Wanduhr; 4 Läufe parallel
codex,vorher,dynamisch-explizit,nixie,cost_usd,n/a,usd,Codex meldet keine USD
codex,nachher,dynamisch-explizit,nixie,main_first,17925,tokens,"Hauptthread 01a0b63e-3f38-79e2-84a8-51239170e030; gpt-5.6-sol, Effort high"
codex,nachher,dynamisch-explizit,nixie,main_peak,18523,tokens,
codex,nachher,dynamisch-explizit,nixie,main_sum,54637,tokens,
codex,nachher,dynamisch-explizit,nixie,main_cached,46976,tokens,
codex,nachher,dynamisch-explizit,nixie,main_output,556,tokens,inkl. reasoning
codex,nachher,dynamisch-explizit,nixie,main_reasoning,55,tokens,
codex,nachher,dynamisch-explizit,nixie,main_n,3,requests,
codex,nachher,dynamisch-explizit,nixie,sub_first,19973,tokens,"Subagent 01a0b63e-5a37-7b40-84a0-6b5635e31b7c /root/nixie_entwurf, fork_turns=all; enthält Elternkontext"
codex,nachher,dynamisch-explizit,nixie,sub_peak,25567,tokens,
codex,nachher,dynamisch-explizit,nixie,sub_sum,92233,tokens,
codex,nachher,dynamisch-explizit,nixie,sub_cached,80384,tokens,
codex,nachher,dynamisch-explizit,nixie,sub_output,2106,tokens,inkl. reasoning
codex,nachher,dynamisch-explizit,nixie,sub_reasoning,1354,tokens,
codex,nachher,dynamisch-explizit,nixie,sub_n,4,requests,
codex,nachher,dynamisch-explizit,nixie,total_sum,146870,tokens,Haupt + Subagent
codex,nachher,dynamisch-explizit,nixie,total_cached,127360,tokens,Haupt + Subagent
codex,nachher,dynamisch-explizit,nixie,total_uncached,19510,tokens,Haupt + Subagent
codex,nachher,dynamisch-explizit,nixie,total_output,2662,tokens,Haupt + Subagent
codex,nachher,dynamisch-explizit,nixie,total_reasoning,1409,tokens,Haupt + Subagent
codex,nachher,dynamisch-explizit,nixie,total_n,7,requests,Haupt + Subagent
codex,nachher,dynamisch-explizit,nixie,total_peak,25567,tokens,Haupt + Subagent
codex,nachher,dynamisch-explizit,nixie,subagents,1,anzahl,Persona-Lader über agents/nixie.md
codex,nachher,dynamisch-explizit,nixie,skill_injiziert,1,anzahl,nixie:source-command-nixie
codex,nachher,dynamisch-explizit,nixie,skill_injiziert_zeichen,3585,zeichen,
codex,nachher,dynamisch-explizit,nixie,files_read,3,dateien,"Sub: agents/nixie.md, nix-packaging, nix-docs"
codex,nachher,dynamisch-explizit,nixie,duration_s,58.8,s,Wanduhr; 4 Läufe parallel
codex,nachher,dynamisch-explizit,nixie,cost_usd,n/a,usd,Codex meldet keine USD
codex,differenz,dynamisch-explizit,nixie,main_first,-3257,tokens,nachher − vorher; -15.4 %
codex,differenz,dynamisch-explizit,nixie,main_peak,-3123,tokens,nachher − vorher; -14.4 %
codex,differenz,dynamisch-explizit,nixie,main_sum,-9507,tokens,nachher − vorher; -14.8 %
codex,differenz,dynamisch-explizit,nixie,main_cached,-6272,tokens,nachher − vorher; -11.8 %
codex,differenz,dynamisch-explizit,nixie,main_output,104,tokens,nachher − vorher; +23.0 %
codex,differenz,dynamisch-explizit,nixie,main_reasoning,-8,tokens,nachher − vorher; -12.7 %
codex,differenz,dynamisch-explizit,nixie,main_n,0,requests,nachher − vorher
codex,differenz,dynamisch-explizit,nixie,sub_first,-6941,tokens,nachher − vorher; -25.8 %
codex,differenz,dynamisch-explizit,nixie,sub_peak,-2469,tokens,nachher − vorher; -8.8 %
codex,differenz,dynamisch-explizit,nixie,sub_sum,37283,tokens,nachher − vorher; +67.8 %
codex,differenz,dynamisch-explizit,nixie,sub_cached,35712,tokens,nachher − vorher; +79.9 %
codex,differenz,dynamisch-explizit,nixie,sub_output,1322,tokens,nachher − vorher; +168.6 %
codex,differenz,dynamisch-explizit,nixie,sub_reasoning,980,tokens,nachher − vorher; +262.0 %
codex,differenz,dynamisch-explizit,nixie,sub_n,2,requests,nachher − vorher
codex,differenz,dynamisch-explizit,nixie,total_sum,27776,tokens,nachher − vorher; +23.3 %
codex,differenz,dynamisch-explizit,nixie,total_cached,29440,tokens,nachher − vorher; +30.1 %
codex,differenz,dynamisch-explizit,nixie,total_uncached,-1664,tokens,nachher − vorher; -7.9 %
codex,differenz,dynamisch-explizit,nixie,total_output,1426,tokens,nachher − vorher; +115.4 %
codex,differenz,dynamisch-explizit,nixie,total_reasoning,972,tokens,nachher − vorher; +222.4 %
codex,differenz,dynamisch-explizit,nixie,total_n,2,requests,nachher − vorher
codex,differenz,dynamisch-explizit,nixie,total_peak,-2469,tokens,nachher − vorher; -8.8 %
codex,differenz,dynamisch-explizit,nixie,subagents,0,anzahl,nachher − vorher
codex,differenz,dynamisch-explizit,nixie,skill_injiziert,0,anzahl,nachher − vorher
codex,differenz,dynamisch-explizit,nixie,skill_injiziert_zeichen,2055,zeichen,nachher − vorher; +134.3 %
codex,differenz,dynamisch-explizit,nixie,files_read,2,dateien,nachher − vorher
codex,differenz,dynamisch-explizit,nixie,duration_s,24.7,s,nachher − vorher; +72.4 %
